USC00461393,"CANAAN VALLEY, WV US",3/4/1982,,,,,0,0,0,49,25,48,
USC00461393,"CANAAN VALLEY, WV US",3/5/1982,,,,,0.1,0,0,48,27,29,
USC00461393,"CANAAN VALLEY, WV US",3/6/1982,,,,,0.05,0,0,40,24,40,
USC00461393,"CANAAN VALLEY, WV US",3/7/1982,,,,,0.76,8,7,40,21,23,
USC00461393,"CANAAN VALLEY, WV US",3/8/1982,,,,,0.03,1,7,28,13,25,
USC00461393,"CANAAN VALLEY, WV US",3/9/1982,,,,,0.05,1,6,34,13,31,
USC00461393,"CANAAN VALLEY, WV US",3/10/1982,,,,,0,0,0,50,10,45,
USC00461393,"CANAAN VALLEY, WV US",3/11/1982,,,,,0,0,0,62,34,57,
USC00461393,"CANAAN VALLEY, WV US",3/12/1982,,,,,0.65,0,0,62,34,60,
USC00461393,"CANAAN VALLEY, WV US",3/13/1982,,,,,0.34,0,0,60,35,50,
USC00461393,"CANAAN VALLEY, WV US",3/14/1982,,,,,0,0,0,50,31,45,
USC00461393,"CANAAN VALLEY, WV US",3/15/1982,,,,,0.37,4,2,45,28,30,
USC00461393,"CANAAN VALLEY, WV US",3/16/1982,,,,,0.89,0,0,42,29,42,
USC00461393,"CANAAN VALLEY, WV US",3/17/1982,,,,,0.5,0,0,56,40,51,
USC00461393,"CANAAN VALLEY, WV US",3/18/1982,,,,,0,0,0,64,31,60,
USC00461393,"CANAAN VALLEY, WV US",3/19/1982,,,,,0.02,0,0,60,37,46,
USC00461393,"CANAAN VALLEY, WV US",3/20/1982,,,,,1.22,0,0,50,35,50,
USC00461393,"CANAAN VALLEY, WV US",3/21/1982,,,,,0.43,0,0,58,47,56,
USC00461393,"CANAAN VALLEY, WV US",3/22/1982,,,,,0,0,0,56,25,30,
USC00461393,"CANAAN VALLEY, WV US",3/23/1982,,,,,0,0,0,48,25,45,
USC00461393,"CANAAN VALLEY, WV US",3/24/1982,,,,,0,0,0,58,19,54,
USC00461393,"CANAAN VALLEY, WV US",3/25/1982,,,,,0,0,0,64,27,53,
USC00461393,"CANAAN VALLEY, WV US",3/26/1982,,,,,0.26,2,1,53,20,24,
USC00461393,"CANAAN VALLEY, WV US",3/27/1982,,,,,0.31,5,5,24,12,16,
USC00461393,"CANAAN VALLEY, WV US",3/28/1982,,,,,0,0,0,39,-3,38,
USC00461393,"CANAAN VALLEY, WV US",3/29/1982,,,,,0,0,0,55,14,53,
USC00461393,"CANAAN VALLEY, WV US",3/30/1982,,,,,0,0,0,63,27,60,
USC00461393,"CANAAN VALLEY, WV US",3/31/1982,,,,,0.35,0,0,62,46,47,
USC00461393,"CANAAN VALLEY, WV US",4/1/1982,,,,,0,0,,58,37,55,
USC00461393,"CANAAN VALLEY, WV US",4/2/1982,,,,,0,0,0,65,32,62,
USC00461393,"CANAAN VALLEY, WV US",4/3/1982,,,,,0.61,0,0,62,44,48,
USC00461393,"CANAAN VALLEY, WV US",4/4/1982,,,,,0.1,0,0,48,26,37,
USC00461393,"CANAAN VALLEY, WV US",4/5/1982,,,,,0,0,0,51,16,45,
USC00461393,"CANAAN VALLEY, WV US",4/6/1982,,,,,0.45,6,5,45,14,17,
USC00461393,"CANAAN VALLEY, WV US",4/7/1982,,,,,0.09,2,5,25,8,25,
USC00461393,"CANAAN VALLEY, WV US",4/8/1982,,,,,0,0,,40,9,38,
USC00461393,"CANAAN VALLEY, WV US",4/9/1982,,,,,0.37,5,5,38,25,27,
USC00461393,"CANAAN VALLEY, WV US",4/10/1982,,,,,0,0,2,38,20,35,
USC00461393,"CANAAN VALLEY, WV US",4/11/1982,,,,,0,0,,39,25,37,
USC00461393,"CANAAN VALLEY, WV US",4/12/1982,,,,,0,0,,55,23,55,
USC00461393,"CANAAN VALLEY, WV US",4/13/1982,,,,,0,0,,63,45,56,
USC00461393,"CANAAN VALLEY, WV US",4/14/1982,,,,,0,0,,64,27,59,
USC00461393,"CANAAN VALLEY, WV US",4/15/1982,,,,,0,0,,69,35,66,
USC00461393,"CANAAN VALLEY, WV US",4/16/1982,,,,,0,0,,67,46,64,
USC00461393,"CANAAN VALLEY, WV US",4/17/1982,,,,,0.43,0,,70,55,57,
USC00461393,"CANAAN VALLEY, WV US",4/18/1982,,,,,0,0,,58,34,52,
USC00461393,"CANAAN VALLEY, WV US",4/19/1982,,,,,0,0,,65,22,63,
USC00461393,"CANAAN VALLEY, WV US",4/20/1982,,,,,0,0,0,64,39,57,
USC00461393,"CANAAN VALLEY, WV US",4/21/1982,,,,,0,0,0,57,38,47,
USC00461393,"CANAAN VALLEY, WV US",4/22/1982,,,,,0,0,0,47,29,45,
USC00461393,"CANAAN VALLEY, WV US",4/23/1982,,,,,0,0,0,55,21,52,
USC00461393,"CANAAN VALLEY, WV US",4/24/1982,,,,,0,0,0,65,33,64,
USC00461393,"CANAAN VALLEY, WV US",4/25/1982,,,,,0,0,0,68,23,65,
USC00461393,"CANAAN VALLEY, WV US",4/26/1982,,,,,0.84,0,0,65,47,57,
USC00461393,"CANAAN VALLEY, WV US",4/27/1982,,,,,0.53,0,0,57,47,51,
USC00461393,"CANAAN VALLEY, WV US",4/28/1982,,,,,0,0,0,53,31,51,
USC00461393,"CANAAN VALLEY, WV US",4/29/1982,,,,,0,0,0,55,26,55,
USC00461393,"CANAAN VALLEY, WV US",4/30/1982,,,,,0,0,0,62,26,61,
USC00461393,"CANAAN VALLEY, WV US",5/1/1982,,,,,0,0,0,64,28,58,
USC00461393,"CANAAN VALLEY, WV US",5/2/1982,,,,,0,0,0,64,37,62,
USC00461393,"CANAAN VALLEY, WV US",5/3/1982,,,,,0,0,0,64,29,63,
USC00461393,"CANAAN VALLEY, WV US",5/4/1982,,,,,0,0,0,65,25,64,
USC00461393,"CANAAN VALLEY, WV US",5/5/1982,,,,,0,0,0,70,26,68,
USC00461393,"CANAAN VALLEY, WV US",5/6/1982,,,,,0,0,0,79,39,78,
USC00461393,"CANAAN VALLEY, WV US",5/7/1982,,,,,0,0,0,78,42,70,
USC00461393,"CANAAN VALLEY, WV US",5/8/1982,,,,,0.11,0,0,70,45,49,
USC00461393,"CANAAN VALLEY, WV US",5/9/1982,,,,,0,0,0,62,38,60,
USC00461393,"CANAAN VALLEY, WV US",5/10/1982,,,,,0,0,0,65,26,64,
USC00461393,"CANAAN VALLEY, WV US",5/11/1982,,,,,0,0,0,72,30,72,
USC00461393,"CANAAN VALLEY, WV US",5/12/1982,,,,,0,0,0,79,36,76,
USC00461393,"CANAAN VALLEY, WV US",5/13/1982,,,,,0,0,0,77,41,75,
USC00461393,"CANAAN VALLEY, WV US",5/14/1982,,,,,0.15,0,0,78,41,73,
USC00461393,"CANAAN VALLEY, WV US",5/15/1982,,,,,0,0,0,77,36,76,
USC00461393,"CANAAN VALLEY, WV US",5/16/1982,,,,,0,0,0,78,38,74,
USC00461393,"CANAAN VALLEY, WV US",5/17/1982,,,,,0,0,0,78,38,73,
USC00461393,"CANAAN VALLEY, WV US",5/18/1982,,,,,0,0,0,82,50,75,
USC00461393,"CANAAN VALLEY, WV US",5/19/1982,,,,,0,0,0,76,50,69,
USC00461393,"CANAAN VALLEY, WV US",5/20/1982,,,,,0.38,0,0,73,53,72,
USC00461393,"CANAAN VALLEY, WV US",5/21/1982,,,,,0.11,0,0,73,49,66,
USC00461393,"CANAAN VALLEY, WV US",5/22/1982,,,,,0,0,0,76,54,73,
USC00461393,"CANAAN VALLEY, WV US",5/23/1982,,,,,0.62,0,0,73,55,62,
USC00461393,"CANAAN VALLEY, WV US",5/24/1982,,,,,0.04,0,0,70,55,63,
USC00461393,"CANAAN VALLEY, WV US",5/25/1982,,,,,0,0,0,70,52,67,
USC00461393,"CANAAN VALLEY, WV US",5/26/1982,,,,,0,0,0,76,48,70,
USC00461393,"CANAAN VALLEY, WV US",5/27/1982,,,,,0.95,0,0,75,55,70,
USC00461393,"CANAAN VALLEY, WV US",5/28/1982,,,,,0,0,0,78,60,73,
USC00461393,"CANAAN VALLEY, WV US",5/29/1982,,,,,0.38,0,0,79,53,69,
USC00461393,"CANAAN VALLEY, WV US",5/30/1982,,,,,0.87,0,0,72,55,70,
USC00461393,"CANAAN VALLEY, WV US",5/31/1982,,,,,0.13,0,0,79,59,79,
USC00461393,"CANAAN VALLEY, WV US",6/1/1982,,,,,0.05,0,0,79,53,61,
USC00461393,"CANAAN VALLEY, WV US",6/2/1982,,,,,0.35,0,0,69,49,69,
USC00461393,"CANAAN VALLEY, WV US",6/3/1982,,,,,0.33,0,0,69,44,65,
USC00461393,"CANAAN VALLEY, WV US",6/4/1982,,,,,0.16,0,0,68,55,57,
USC00461393,"CANAAN VALLEY, WV US",6/5/1982,,,,,0.93,0,0,62,52,55,
USC00461393,"CANAAN VALLEY, WV US",6/6/1982,,,,,0.23,0,0,55,48,53,
USC00461393,"CANAAN VALLEY, WV US",6/7/1982,,,,,0.08,0,0,59,49,58,
USC00461393,"CANAAN VALLEY, WV US",6/8/1982,,,,,0,0,0,72,48,70,
USC00461393,"CANAAN VALLEY, WV US",6/9/1982,,,,,0.03,0,0,77,51,75,
USC00461393,"CANAAN VALLEY, WV US",6/10/1982,,,,,1.3,0,0,72,57,64,
USC00461393,"CANAAN VALLEY, WV US",6/11/1982,,,,,0.17,0,0,70,53,67,
USC00461393,"CANAAN VALLEY, WV US",6/12/1982,,,,,0.72,0,0,67,50,64,
USC00461393,"CANAAN VALLEY, WV US",6/13/1982,,,,,1.74,0,0,66,54,65,
USC00461393,"CANAAN VALLEY, WV US",6/14/1982,,,,,0.02,0,0,69,50,67,
USC00461393,"CANAAN VALLEY, WV US",6/15/1982,,,,,0,0,0,75,38,73,
USC00461393,"CANAAN VALLEY, WV US",6/16/1982,,,,,0.47,0,0,80,60,69,
USC00461393,"CANAAN VALLEY, WV US",6/17/1982,,,,,0.05,0,0,74,58,68,
USC00461393,"CANAAN VALLEY, WV US",6/18/1982,,,,,0,0,0,76,44,70,
USC00461393,"CANAAN VALLEY, WV US",6/19/1982,,,,,0,0,0,71,45,67,
USC00461393,"CANAAN VALLEY, WV US",6/20/1982,,,,,0.23,0,0,67,47,64,
USC00461393,"CANAAN VALLEY, WV US",6/21/1982,,,,,0,0,0,70,45,68,
USC00461393,"CANAAN VALLEY, WV US",6/22/1982,,,,,0,0,0,70,43,67,
USC00461393,"CANAAN VALLEY, WV US",6/23/1982,,,,,0.15,0,0,67,46,65,
USC00461393,"CANAAN VALLEY, WV US",6/24/1982,,,,,0,0,0,72,34,70,
USC00461393,"CANAAN VALLEY, WV US",6/25/1982,,,,,0,0,0,78,38,75,
USC00461393,"CANAAN VALLEY, WV US",6/26/1982,,,,,0,0,0,79,43,78,
USC00461393,"CANAAN VALLEY, WV US",6/27/1982,,,,,0.38,0,0,78,50,78,
USC00461393,"CANAAN VALLEY, WV US",6/28/1982,,,,,0.68,0,0,78,51,73,
USC00461393,"CANAAN VALLEY, WV US",6/29/1982,,,,,0.38,0,0,74,62,70,
USC00461393,"CANAAN VALLEY, WV US",6/30/1982,,,,,0.05,0,0,70,58,68,
USC00461393,"CANAAN VALLEY, WV US",7/1/1982,,,,,0,0,0,69,35,68,
USC00461393,"CANAAN VALLEY, WV US",7/2/1982,,,,,0,0,0,75,35,73,
USC00461393,"CANAAN VALLEY, WV US",7/3/1982,,,,,0.47,0,0,73,55,69,
USC00461393,"CANAAN VALLEY, WV US",7/4/1982,,,,,0.53,0,0,75,58,74,
USC00461393,"CANAAN VALLEY, WV US",7/5/1982,,,,,0.15,0,0,74,52,67,
USC00461393,"CANAAN VALLEY, WV US",7/6/1982,,,,,0,0,0,78,53,77,
USC00461393,"CANAAN VALLEY, WV US",7/7/1982,,,,,0,0,0,82,55,79,
USC00461393,"CANAAN VALLEY, WV US",7/8/1982,,,,,0.19,0,0,81,63,75,
USC00461393,"CANAAN VALLEY, WV US",7/9/1982,,,,,0,0,0,77,61,71,
USC00461393,"CANAAN VALLEY, WV US",7/10/1982,,,,,0,0,0,79,57,77,
USC00461393,"CANAAN VALLEY, WV US",7/11/1982,,,,,0.05,0,0,81,58,80,
USC00461393,"CANAAN VALLEY, WV US",7/12/1982,,,,,0.69,0,0,80,59,74,
USC00461393,"CANAAN VALLEY, WV US",7/13/1982,,,,,0,0,0,79,50,71,
USC00461393,"CANAAN VALLEY, WV US",7/14/1982,,,,,0.01,0,0,74,55,72,
USC00461393,"CANAAN VALLEY, WV US",7/15/1982,,,,,0.63,0,0,80,52,71,
USC00461393,"CANAAN VALLEY, WV US",7/16/1982,,,,,0,0,0,82,56,75,
USC00461393,"CANAAN VALLEY, WV US",7/17/1982,,,,,0,0,0,84,55,82,
USC00461393,"CANAAN VALLEY, WV US",7/18/1982,,,,,0.06,0,0,82,55,74,
USC00461393,"CANAAN VALLEY, WV US",7/19/1982,,,,,0,0,0,82,63,79,
USC00461393,"CANAAN VALLEY, WV US",7/20/1982,,,,,0.73,0,0,79,62,68,
USC00461393,"CANAAN VALLEY, WV US",7/21/1982,,,,,0,0,0,77,55,76,
USC00461393,"CANAAN VALLEY, WV US",7/22/1982,,,,,0,0,0,82,46,80,
USC00461393,"CANAAN VALLEY, WV US",7/23/1982,,,,,0.1,0,0,80,60,73,
USC00461393,"CANAAN VALLEY, WV US",7/24/1982,,,,,0,0,0,77,49,75,
USC00461393,"CANAAN VALLEY, WV US",7/25/1982,,,,,0,0,0,81,48,79,
USC00461393,"CANAAN VALLEY, WV US",7/26/1982,,,,,0,0,0,81,52,78,
USC00461393,"CANAAN VALLEY, WV US",7/27/1982,,,,,0,0,0,83,55,80,
USC00461393,"CANAAN VALLEY, WV US",7/28/1982,,,,,0.6,0,0,81,63,65,
USC00461393,"CANAAN VALLEY, WV US",7/29/1982,,,,,0.01,0,0,75,45,74,
USC00461393,"CANAAN VALLEY, WV US",7/30/1982,,,,,0,0,0,76,56,70,
USC00461393,"CANAAN VALLEY, WV US",7/31/1982,,,,,0.05,0,0,76,59,74,
USC00461393,"CANAAN VALLEY, WV US",8/1/1982,,,,,0,0,0,74,51,71,
USC00461393,"CANAAN VALLEY, WV US",8/2/1982,,,,,0.03,0,0,74,47,68,
USC00461393,"CANAAN VALLEY, WV US",8/3/1982,,,,,0.06,0,0,78,57,74,
USC00461393,"CANAAN VALLEY, WV US",8/4/1982,,,,,0,0,0,80,50,76,
USC00461393,"CANAAN VALLEY, WV US",8/5/1982,,,,,0,0,0,78,63,76,
USC00461393,"CANAAN VALLEY, WV US",8/6/1982,,,,,0,0,0,78,54,74,
USC00461393,"CANAAN VALLEY, WV US",8/7/1982,,,,,0,0,0,77,55,74,
USC00461393,"CANAAN VALLEY, WV US",8/8/1982,,,,,0.08,0,0,78,59,72,
USC00461393,"CANAAN VALLEY, WV US",8/9/1982,,,,,1.46,0,0,74,60,70,
USC00461393,"CANAAN VALLEY, WV US",8/10/1982,,,,,0,0,0,73,58,67,
USC00461393,"CANAAN VALLEY, WV US",8/11/1982,,,,,0.19,0,0,67,56,62,
USC00461393,"CANAAN VALLEY, WV US",8/12/1982,,,,,0.05,0,0,67,47,61,
USC00461393,"CANAAN VALLEY, WV US",8/13/1982,,,,,0,0,0,73,37,68,
USC00461393,"CANAAN VALLEY, WV US",8/14/1982,,,,,0,0,0,72,41,69,
USC00461393,"CANAAN VALLEY, WV US",8/15/1982,,,,,0,0,0,75,43,75,
USC00461393,"CANAAN VALLEY, WV US",8/16/1982,,,,,0,0,0,80,45,77,
USC00461393,"CANAAN VALLEY, WV US",8/17/1982,,,,,0,0,0,78,48,73,
USC00461393,"CANAAN VALLEY, WV US",8/18/1982,,,,,0.57,0,0,74,44,70,
USC00461393,"CANAAN VALLEY, WV US",8/19/1982,,,,,0,0,0,76,40,74,
USC00461393,"CANAAN VALLEY, WV US",8/20/1982,,,,,0,0,0,74,49,70,
USC00461393,"CANAAN VALLEY, WV US",8/21/1982,,,,,1.78,0,0,70,53,68,
USC00461393,"CANAAN VALLEY, WV US",8/22/1982,,,,,0,0,0,70,38,68,
USC00461393,"CANAAN VALLEY, WV US",8/23/1982,,,,,0.04,0,0,70,48,65,
USC00461393,"CANAAN VALLEY, WV US",8/24/1982,,,,,0.02,0,0,77,57,73,
USC00461393,"CANAAN VALLEY, WV US",8/25/1982,,,,,0.46,0,0,75,60,68,
USC00461393,"CANAAN VALLEY, WV US",8/26/1982,,,,,0,0,0,73,35,72,
USC00461393,"CANAAN VALLEY, WV US",8/27/1982,,,,,0.29,0,0,72,48,58,
USC00461393,"CANAAN VALLEY, WV US",8/28/1982,,,,,0,0,0,67,55,62,
USC00461393,"CANAAN VALLEY, WV US",8/29/1982,,,,,0,0,0,66,25,58,
USC00461393,"CANAAN VALLEY, WV US",8/30/1982,,,,,0,0,0,70,40,64,
USC00461393,"CANAAN VALLEY, WV US",8/31/1982,,,,,0.12,0,0,75,57,66,
USC00461393,"CANAAN VALLEY, WV US",9/1/1982,,,,,1.58,0,0,71,61,69,
USC00461393,"CANAAN VALLEY, WV US",9/2/1982,,,,,0.22,0,0,75,61,70,
USC00461393,"CANAAN VALLEY, WV US",9/3/1982,,,,,0.46,0,0,70,52,62,
USC00461393,"CANAAN VALLEY, WV US",9/4/1982,,,,,0,0,0,67,40,65,
USC00461393,"CANAAN VALLEY, WV US",9/5/1982,,,,,0,0,0,73,34,69,
USC00461393,"CANAAN VALLEY, WV US",9/6/1982,,,,,0,0,0,74,37,69,
USC00461393,"CANAAN VALLEY, WV US",9/7/1982,,,,,0,0,0,72,41,70,
USC00461393,"CANAAN VALLEY, WV US",9/8/1982,,,,,0,0,0,75,52,69,
USC00461393,"CANAAN VALLEY, WV US",9/9/1982,,,,,0.02,0,0,76,46,66,
USC00461393,"CANAAN VALLEY, WV US",9/10/1982,,,,,0,0,0,75,48,72,
USC00461393,"CANAAN VALLEY, WV US",9/11/1982,,,,,0,0,0,78,44,72,
USC00461393,"CANAAN VALLEY, WV US",9/12/1982,,,,,0,0,0,78,44,75,
USC00461393,"CANAAN VALLEY, WV US",9/13/1982,,,,,0,0,0,77,45,75,
USC00461393,"CANAAN VALLEY, WV US",9/14/1982,,,,,0,0,0,76,52,73,
USC00461393,"CANAAN VALLEY, WV US",9/15/1982,,,,,0.08,0,0,75,60,73,
USC00461393,"CANAAN VALLEY, WV US",9/16/1982,,,,,0,0,0,73,58,66,
USC00461393,"CANAAN VALLEY, WV US",9/17/1982,,,,,0,0,0,72,41,69,
USC00461393,"CANAAN VALLEY, WV US",9/18/1982,,,,,0.03,0,0,69,40,58,
USC00461393,"CANAAN VALLEY, WV US",9/19/1982,,,,,0,0,0,65,31,57,
USC00461393,"CANAAN VALLEY, WV US",9/20/1982,,,,,0,0,0,60,50,57,
USC00461393,"CANAAN VALLEY, WV US",9/21/1982,,,,,0.03,0,0,60,38,53,
USC00461393,"CANAAN VALLEY, WV US",9/22/1982,,,,,0.83,0,0,53,42,45,
USC00461393,"CANAAN VALLEY, WV US",9/23/1982,,,,,0,0,0,50,38,48,
USC00461393,"CANAAN VALLEY, WV US",9/24/1982,,,,,0,0,0,65,30,57,
USC00461393,"CANAAN VALLEY, WV US",9/25/1982,,,,,0,0,0,66,37,60,
USC00461393,"CANAAN VALLEY, WV US",9/26/1982,,,,,0.38,0,0,60,48,50,
USC00461393,"CANAAN VALLEY, WV US",9/27/1982,,,,,0.52,0,0,56,47,53,
USC00461393,"CANAAN VALLEY, WV US",9/28/1982,,,,,0.13,0,0,54,48,53,
USC00461393,"CANAAN VALLEY, WV US",9/29/1982,,,,,0,0,0,61,45,59,
USC00461393,"CANAAN VALLEY, WV US",9/30/1982,,,,,0,0,0,65,45,62,
USC00461393,"CANAAN VALLEY, WV US",10/1/1982,,,,,0,0,0,70,36,65,
USC00461393,"CANAAN VALLEY, WV US",10/2/1982,,,,,0,0,0,75,45,73,
USC00461393,"CANAAN VALLEY, WV US",10/3/1982,,,,,0,0,0,75,40,71,
USC00461393,"CANAAN VALLEY, WV US",10/4/1982,,,,,0,0,0,73,48,67,
USC00461393,"CANAAN VALLEY, WV US",10/5/1982,,,,,0,0,0,72,46,69,
USC00461393,"CANAAN VALLEY, WV US",10/6/1982,,,,,0,0,0,78,47,75,
USC00461393,"CANAAN VALLEY, WV US",10/7/1982,,,,,0,0,0,75,50,70,
USC00461393,"CANAAN VALLEY, WV US",10/8/1982,,,,,0,0,0,71,55,70,
USC00461393,"CANAAN VALLEY, WV US",10/9/1982,,,,,0.73,0,0,71,44,63,
USC00461393,"CANAAN VALLEY, WV US",10/10/1982,,,,,0.15,0,0,63,50,52,
USC00461393,"CANAAN VALLEY, WV US",10/11/1982,,,,,0,0,0,67,49,63,
USC00461393,"CANAAN VALLEY, WV US",10/12/1982,,,,,0,0,0,65,48,54,
USC00461393,"CANAAN VALLEY, WV US",10/13/1982,,,,,0.55,0,0,55,47,49,
USC00461393,"CANAAN VALLEY, WV US",10/14/1982,,,,,0,0,0,50,37,44,
USC00461393,"CANAAN VALLEY, WV US",10/15/1982,,,,,0,0,0,58,40,53,
USC00461393,"CANAAN VALLEY, WV US",10/16/1982,,,,,0.5,1,0,53,30,33,
USC00461393,"CANAAN VALLEY, WV US",10/17/1982,,,,,0.02,1,0,45,28,44,
USC00461393,"CANAAN VALLEY, WV US",10/18/1982,,,,,0,0,0,60,20,55,
USC00461393,"CANAAN VALLEY, WV US",10/19/1982,,,,,0,0,0,67,27,60,
USC00461393,"CANAAN VALLEY, WV US",10/20/1982,,,,,0,0,0,66,45,59,
USC00461393,"CANAAN VALLEY, WV US",10/21/1982,,,,,0.28,0,0,59,34,38,
USC00461393,"CANAAN VALLEY, WV US",10/22/1982,,,,,0,0,0,44,29,40,
USC00461393,"CANAAN VALLEY, WV US",10/23/1982,,,,,0,0,0,40,12,38,
USC00461393,"CANAAN VALLEY, WV US",10/24/1982,,,,,0,0,0,41,25,37,
USC00461393,"CANAAN VALLEY, WV US",10/25/1982,,,,,0.08,0,0,42,32,39,
USC00461393,"CANAAN VALLEY, WV US",10/26/1982,,,,,0.04,0,0,54,20,51,
USC00461393,"CANAAN VALLEY, WV US",10/27/1982,,,,,0,0,0,61,20,58,
USC00461393,"CANAAN VALLEY, WV US",10/28/1982,,,,,0,0,0,65,21,63,
USC00461393,"CANAAN VALLEY, WV US",10/29/1982,,,,,0,0,0,66,27,65,
USC00461393,"CANAAN VALLEY, WV US",10/30/1982,,,,,0,0,0,65,35,61,
USC00461393,"CANAAN VALLEY, WV US",10/31/1982,,,,,0,0,0,70,44,65,
USC00461393,"CANAAN VALLEY, WV US",11/1/1982,,,,,0,0,0,71,48,64,
USC00461393,"CANAAN VALLEY, WV US",11/2/1982,,,,,0,0,0,72,43,67,
USC00461393,"CANAAN VALLEY, WV US",11/3/1982,,,,,0,0,0,70,43,63,
USC00461393,"CANAAN VALLEY, WV US",11/4/1982,,,,,0.96,0,0,63,35,35,
USC00461393,"CANAAN VALLEY, WV US",11/5/1982,,,,,0.03,1,0,35,20,23,
USC00461393,"CANAAN VALLEY, WV US",11/6/1982,,,,,0,0,0,37,21,32,
USC00461393,"CANAAN VALLEY, WV US",11/7/1982,,,,,0,0,0,52,18,45,
USC00461393,"CANAAN VALLEY, WV US",11/8/1982,,,,,0,0,0,56,25,50,
USC00461393,"CANAAN VALLEY, WV US",11/9/1982,,,,,0,0,0,57,37,50,
USC00461393,"CANAAN VALLEY, WV US",11/10/1982,,,,,0,0,0,61,40,48,
USC00461393,"CANAAN VALLEY, WV US",11/11/1982,,,,,0,0,0,59,37,53,
USC00461393,"CANAAN VALLEY, WV US",11/12/1982,,,,,0.15,0,0,65,46,54,
USC00461393,"CANAAN VALLEY, WV US",11/13/1982,,,,,0.26,2,1,55,20,22,
USC00461393,"CANAAN VALLEY, WV US",11/14/1982,,,,,0,0,1,35,10,32,
USC00461393,"CANAAN VALLEY, WV US",11/15/1982,,,,,0,0,1,35,20,24,
USC00461393,"CANAAN VALLEY, WV US",11/16/1982,,,,,0,0,1,38,8,37,
USC00461393,"CANAAN VALLEY, WV US",11/17/1982,,,,,0,0,0,50,27,45,
USC00461393,"CANAAN VALLEY, WV US",11/18/1982,,,,,0,0,0,52,38,49,
USC00461393,"CANAAN VALLEY, WV US",11/19/1982,,,,,0,0,0,52,40,45,
USC00461393,"CANAAN VALLEY, WV US",11/20/1982,,,,,0.1,0,0,50,42,50,
USC00461393,"CANAAN VALLEY, WV US",11/21/1982,,,,,0.07,0,0,57,48,54,
USC00461393,"CANAAN VALLEY, WV US",11/22/1982,,,,,0.65,0,0,57,50,54,
USC00461393,"CANAAN VALLEY, WV US",11/23/1982,,,,,0,0,0,62,44,55,
USC00461393,"CANAAN VALLEY, WV US",11/24/1982,,,,,0.28,2,1,56,25,27,
USC00461393,"CANAAN VALLEY, WV US",11/25/1982,,,,,0,0,1,41,15,36,
USC00461393,"CANAAN VALLEY, WV US",11/26/1982,,,,,0,0,0,49,28,36,
USC00461393,"CANAAN VALLEY, WV US",11/27/1982,,,,,0,0,0,35,25,27,
USC00461393,"CANAAN VALLEY, WV US",11/28/1982,,,,,1,0,0,47,20,45,
USC00461393,"CANAAN VALLEY, WV US",11/29/1982,,,,,0.64,0,0,52,35,36,
USC00461393,"CANAAN VALLEY, WV US",11/30/1982,,,,,0,0,0,55,35,49,
USC00461393,"CANAAN VALLEY, WV US",12/1/1982,,,,,0.66,0,0,55,39,55,
USC00461393,"CANAAN VALLEY, WV US",12/2/1982,,,,,0,0,0,68,43,60,
USC00461393,"CANAAN VALLEY, WV US",12/3/1982,,,,,0,0,0,68,40,58,
USC00461393,"CANAAN VALLEY, WV US",12/4/1982,,,,,0,0,0,64,56,57,
USC00461393,"CANAAN VALLEY, WV US",12/5/1982,,,,,0,0,0,65,39,61,
USC00461393,"CANAAN VALLEY, WV US",12/6/1982,,,,,0,0,0,62,41,38,
USC00461393,"CANAAN VALLEY, WV US",12/7/1982,,,,,0,0,0,44,25,38,
USC00461393,"CANAAN VALLEY, WV US",12/8/1982,,,,,0,0,0,52,19,42,
USC00461393,"CANAAN VALLEY, WV US",12/9/1982,,,,,0,0,0,42,20,21,
USC00461393,"CANAAN VALLEY, WV US",12/10/1982,,,,,0,0,0,40,8,35,
USC00461393,"CANAAN VALLEY, WV US",12/11/1982,,,,,0.04,1,1,36,26,27,
USC00461393,"CANAAN VALLEY, WV US",12/12/1982,,,,,0.28,4,4,27,12,13,
USC00461393,"CANAAN VALLEY, WV US",12/13/1982,,,,,0,0,4,27,4,21,
USC00461393,"CANAAN VALLEY, WV US",12/14/1982,,,,,0,0,3,46,15,40,
USC00461393,"CANAAN VALLEY, WV US",12/15/1982,,,,,0.05,0,1,47,28,44,
USC00461393,"CANAAN VALLEY, WV US",12/16/1982,,,,,0.52,0,0,49,27,28,
USC00461393,"CANAAN VALLEY, WV US",12/17/1982,,,,,0.08,1,1,28,18,19,
USC00461393,"CANAAN VALLEY, WV US",12/18/1982,,,,,0,0,0,42,2,32,
USC00461393,"CANAAN VALLEY, WV US",12/19/1982,,,,,0.04,2,2,33,25,32,
USC00461393,"CANAAN VALLEY, WV US",12/20/1982,,,,,0.42,6,8,32,20,22,
USC00461393,"CANAAN VALLEY, WV US",12/21/1982,,,,,0.04,1,9,23,19,21,
USC00461393,"CANAAN VALLEY, WV US",12/22/1982,,,,,0,0,5,45,12,40,
USC00461393,"CANAAN VALLEY, WV US",12/23/1982,,,,,0.47,0,,47,26,43,
USC00461393,"CANAAN VALLEY, WV US",12/24/1982,,,,,0,0,,56,29,52,
USC00461393,"CANAAN VALLEY, WV US",12/25/1982,,,,,0.08,0,,60,45,58,
USC00461393,"CANAAN VALLEY, WV US",12/26/1982,,,,,0.09,0,,58,42,44,
USC00461393,"CANAAN VALLEY, WV US",12/27/1982,,,,,0.23,0,,54,43,52,
